Date,TransportType,Route,DepartureTime,ArrivalTime,Passengers,DepartureStation,ArrivalStation,Delay
2023-01-24,Bus,Route_9,22:51,22:55,14,Station_12,Station_9,1
2023-01-24,Tram,Route_9,15:10,17:10,53,Station_11,Station_1,10
2023-01-24,Metro,Route_7,09:14,09:52,14,Station_15,Station_10,14
2023-01-24,Tram,Route_9,09:37,10:20,78,Station_4,Station_17,8
2023-01-24,Metro,Route_1,20:09,20:20,64,Station_4,Station_15,7
2023-01-24,Bus,Route_4,06:22,07:55,45,Station_19,Station_17,10
2023-01-24,Bus,Route_7,06:28,07:39,3,Station_20,Station_11,3
2023-01-24,Tram,Route_1,11:13,12:37,19,Station_13,Station_1,12
2023-01-24,Bus,Route_9,05:07,06:19,26,Station_12,Station_9,6
2023-01-24,Metro,Route_9,08:42,10:35,79,Station_4,Station_18,11
2023-01-24,Bus,Route_1,07:30,08:21,96,Station_15,Station_8,7
2023-01-24,Tram,Route_7,09:54,10:50,29,Station_16,Station_10,6
2023-01-24,Bus,Route_8,10:38,10:45,29,Station_14,Station_20,6
2023-01-24,Metro,Route_4,22:17,22:53,52,Station_17,Station_3,8
2023-01-24,Metro,Route_4,06:09,07:38,24,Station_12,Station_9,9
2023-01-24,Tram,Route_7,10:25,11:03,70,Station_1,Station_19,5
2023-01-24,Bus,Route_1,15:21,16:39,80,Station_15,Station_8,5
2023-01-24,Metro,Route_10,06:53,07:23,60,Station_18,Station_9,2
2023-01-24,Tram,Route_5,20:33,21:51,52,Station_10,Station_16,12
2023-01-24,Bus,Route_6,11:15,12:03,84,Station_10,Station_17,7
2023-01-24,Tram,Route_7,18:02,19:35,91,Station_20,Station_16,10
2023-01-24,Metro,Route_1,08:43,09:13,54,Station_14,Station_4,13
2023-01-24,Metro,Route_2,20:54,22:11,18,Station_18,Station_12,10
2023-01-24,Tram,Route_1,21:38,23:45,9,Station_8,Station_7,9
2023-01-24,Bus,Route_2,08:07,09:19,88,Station_16,Station_19,11
2023-01-24,Bus,Route_2,19:18,21:18,45,Station_13,Station_18,14
2023-01-24,Metro,Route_10,18:55,19:12,80,Station_19,Station_15,12
2023-01-24,Bus,Route_9,17:33,18:32,7,Station_19,Station_13,7
2023-01-24,Tram,Route_8,11:16,12:40,79,Station_4,Station_13,9
2023-01-24,Metro,Route_8,19:44,21:28,68,Station_4,Station_1,10
2023-01-24,Tram,Route_5,06:48,08:07,75,Station_11,Station_5,14
2023-01-25,Tram,Route_8,19:05,20:49,72,Station_6,Station_15,13
2023-01-25,Tram,Route_5,05:39,07:37,82,Station_14,Station_15,5
2023-01-25,Metro,Route_6,12:04,13:22,63,Station_8,Station_7,7
2023-01-25,Bus,Route_5,18:19,20:07,36,Station_15,Station_17,6
2023-01-25,Tram,Route_7,11:56,12:55,91,Station_19,Station_4,12
2023-01-25,Bus,Route_3,22:13,23:59,70,Station_9,Station_8,2
2023-01-25,Metro,Route_4,09:55,10:39,10,Station_14,Station_10,7
2023-01-25,Train,Route_9,19:58,20:54,53,Station_1,Station_3,12
2023-01-25,Tram,Route_5,15:29,17:38,20,Station_9,Station_12,13
2023-01-25,Tram,Route_3,15:26,16:40,72,Station_5,Station_19,14
2023-01-25,Tram,Route_9,22:44,23:36,98,Station_4,Station_13,9
2023-01-25,Train,Route_8,14:59,16:22,26,Station_17,Station_18,12
2023-01-25,Bus,Route_10,08:32,09:38,65,Station_10,Station_17,0
2023-01-25,Metro,Route_4,07:15,08:19,89,Station_1,Station_7,12
2023-01-25,Train,Route_2,15:15,15:56,75,Station_15,Station_7,9
2023-01-25,Bus,Route_3,16:15,17:16,67,Station_10,Station_1,10
2023-01-25,Bus,Route_2,10:10,10:38,84,Station_6,Station_2,5
2023-01-25,Metro,Route_4,14:50,16:14,51,Station_13,Station_4,7
2023-01-25,Tram,Route_1,21:32,23:33,57,Station_8,Station_11,7
2023-01-25,Bus,Route_5,22:49,24:51,31,Station_16,Station_16,8
2023-01-25,Bus,Route_9,16:32,17:33,26,Station_5,Station_12,9
2023-01-25,Metro,Route_10,21:49,22:12,32,Station_1,Station_15,13
2023-01-25,Metro,Route_2,14:05,14:36,64,Station_8,Station_16,5
2023-01-25,Bus,Route_4,14:23,15:24,13,Station_1,Station_17,10
2023-01-25,Train,Route_10,11:11,11:42,20,Station_2,Station_3,13
2023-01-25,Tram,Route_6,16:31,16:56,73,Station_7,Station_9,0
2023-01-25,Tram,Route_9,06:47,07:29,60,Station_1,Station_8,2
2023-01-25,Bus,Route_9,19:22,20:12,76,Station_13,Station_20,12
2023-01-25,Tram,Route_3,19:24,20:13,15,Station_12,Station_13,3
2023-01-25,Bus,Route_3,07:45,08:52,15,Station_8,Station_6,13
2023-01-25,Bus,Route_7,14:40,15:59,97,Station_17,Station_5,14
2023-01-25,Metro,Route_8,16:26,17:37,19,Station_12,Station_19,5
2023-01-26,Train,Route_6,16:33,16:35,93,Station_5,Station_14,0
2023-01-26,Bus,Route_3,05:18,07:08,63,Station_8,Station_4,13
2023-01-26,Bus,Route_3,17:24,17:55,85,Station_4,Station_6,6
2023-01-26,Metro,Route_2,16:46,16:59,74,Station_6,Station_20,1
2023-01-26,Train,Route_1,10:28,12:29,62,Station_12,Station_20,2
2023-01-26,Tram,Route_3,10:56,11:38,12,Station_9,Station_10,8
2023-01-26,Metro,Route_7,20:21,20:39,27,Station_8,Station_16,14
2023-01-26,Metro,Route_5,22:29,24:30,41,Station_17,Station_5,3
2023-01-26,Train,Route_7,13:59,14:55,53,Station_19,Station_11,10
2023-01-26,Bus,Route_10,09:45,10:58,27,Station_2,Station_16,3
2023-01-26,Bus,Route_7,05:28,06:10,9,Station_3,Station_15,13
2023-01-26,Tram,Route_9,15:10,15:32,53,Station_8,Station_10,7
2023-01-26,Metro,Route_4,11:49,13:37,41,Station_14,Station_12,8
2023-01-26,Train,Route_1,10:43,12:10,32,Station_14,Station_1,12
2023-01-26,Metro,Route_1,20:22,22:00,64,Station_15,Station_9,4
2023-01-26,Train,Route_5,07:29,08:37,29,Station_13,Station_16,5
2023-01-26,Train,Route_6,07:02,07:36,28,Station_5,Station_17,4
2023-01-26,Bus,Route_1,07:17,08:10,62,Station_20,Station_12,0
2023-01-26,Train,Route_6,16:08,17:36,54,Station_10,Station_6,13
2023-01-26,Metro,Route_2,11:20,13:15,51,Station_17,Station_7,1
2023-01-26,Bus,Route_5,12:24,14:25,69,Station_6,Station_8,2
2023-01-26,Metro,Route_4,14:43,16:20,90,Station_7,Station_12,6
2023-01-26,Train,Route_10,14:14,15:05,46,Station_8,Station_8,8
2023-01-26,Metro,Route_3,22:19,23:27,63,Station_9,Station_18,15
2023-01-26,Bus,Route_7,06:03,07:55,77,Station_15,Station_1,5
2023-01-26,Bus,Route_7,22:35,23:14,86,Station_16,Station_12,9
2023-01-26,Tram,Route_10,19:18,20:28,74,Station_7,Station_12,3
2023-01-26,Tram,Route_1,10:30,12:31,23,Station_8,Station_15,7
2023-01-26,Tram,Route_6,12:16,12:59,31,Station_15,Station_19,3
2023-01-26,Train,Route_5,05:00,06:33,95,Station_7,Station_1,14
2023-01-26,Train,Route_9,10:41,12:15,29,Station_13,Station_5,9
2023-01-26,Bus,Route_1,13:18,13:55,54,Station_3,Station_1,3
2023-01-27,Tram,Route_5,06:03,07:16,43,Station_15,Station_13,2
2023-01-27,Train,Route_8,12:12,13:59,17,Station_5,Station_5,1
2023-01-27,Tram,Route_9,12:56,13:54,73,Station_14,Station_3,15
2023-01-27,Train,Route_1,22:38,24:11,76,Station_17,Station_6,14
2023-01-27,Tram,Route_10,17:10,17:52,63,Station_19,Station_19,4
2023-01-27,Tram,Route_9,22:28,22:53,37,Station_9,Station_13,12
2023-01-27,Tram,Route_8,05:49,07:31,73,Station_11,Station_9,12
2023-01-27,Metro,Route_3,12:13,12:59,63,Station_14,Station_5,6
2023-01-27,Tram,Route_7,15:29,15:43,84,Station_8,Station_12,11
2023-01-27,Bus,Route_10,07:02,07:22,81,Station_3,Station_7,6
2023-01-27,Tram,Route_7,21:15,22:07,15,Station_16,Station_14,4
2023-01-27,Metro,Route_5,09:37,10:38,19,Station_12,Station_5,2
2023-01-27,Bus,Route_7,12:04,13:26,24,Station_12,Station_13,8
2023-01-27,Tram,Route_5,21:29,22:08,80,Station_13,Station_8,15
2023-01-27,Metro,Route_2,08:46,10:59,8,Station_10,Station_5,15
2023-01-27,Tram,Route_5,14:08,15:48,78,Station_20,Station_16,12
2023-01-27,Metro,Route_3,09:13,10:09,38,Station_9,Station_14,5
2023-01-27,Bus,Route_3,12:28,13:01,80,Station_14,Station_8,1
2023-01-27,Train,Route_10,20:18,22:12,9,Station_8,Station_9,6
2023-01-27,Train,Route_2,15:33,15:38,49,Station_4,Station_12,3
2023-01-27,Metro,Route_10,17:11,19:21,77,Station_9,Station_16,14
2023-01-27,Tram,Route_2,13:22,15:32,97,Station_11,Station_6,15
2023-01-27,Metro,Route_5,14:12,16:02,17,Station_8,Station_14,4
2023-01-27,Metro,Route_3,08:57,09:13,77,Station_13,Station_5,5
2023-01-27,Train,Route_4,11:29,11:52,68,Station_6,Station_15,0
2023-01-27,Metro,Route_5,21:09,21:50,80,Station_20,Station_3,4
2023-01-27,Tram,Route_3,18:54,20:50,23,Station_9,Station_3,11
2023-01-27,Metro,Route_1,17:17,17:23,60,Station_17,Station_4,4
2023-01-27,Tram,Route_5,06:03,08:06,24,Station_16,Station_19,3
2023-01-27,Tram,Route_7,10:24,11:22,6,Station_18,Station_15,7
2023-01-27,Metro,Route_7,11:46,13:00,46,Station_8,Station_15,7
2023-01-27,Bus,Route_2,13:06,15:00,96,Station_5,Station_5,14
2023-01-28,Metro,Route_2,12:35,13:51,93,Station_14,Station_10,1
2023-01-28,Train,Route_10,10:02,11:50,33,Station_11,Station_7,2
2023-01-28,Tram,Route_9,21:17,22:55,92,Station_17,Station_6,13
2023-01-28,Metro,Route_3,22:36,24:34,4,Station_15,Station_8,1
2023-01-28,Bus,Route_9,20:32,20:54,72,Station_2,Station_4,1
2023-01-28,Train,Route_8,16:19,16:54,84,Station_15,Station_8,4
2023-01-28,Metro,Route_5,07:43,09:48,14,Station_20,Station_15,7
2023-01-28,Bus,Route_8,17:47,19:22,64,Station_5,Station_13,13
2023-01-28,Metro,Route_8,20:19,21:02,97,Station_9,Station_4,11
2023-01-28,Bus,Route_1,19:26,21:30,22,Station_19,Station_5,4
2023-01-28,Metro,Route_7,22:11,23:32,64,Station_8,Station_15,14
2023-01-28,Tram,Route_4,06:36,07:56,7,Station_13,Station_3,13
2023-01-28,Tram,Route_10,09:21,10:06,92,Station_17,Station_10,4
2023-01-28,Bus,Route_10,10:44,12:27,56,Station_4,Station_13,3
2023-01-28,Bus,Route_4,19:43,20:54,50,Station_10,Station_14,12
2023-01-28,Metro,Route_4,05:51,06:04,95,Station_7,Station_5,9
2023-01-28,Train,Route_7,05:27,07:08,27,Station_14,Station_18,4
2023-01-28,Metro,Route_9,18:08,19:28,100,Station_20,Station_14,4
2023-01-28,Bus,Route_2,15:17,15:51,93,Station_19,Station_4,7
2023-01-28,Bus,Route_1,05:17,06:05,19,Station_13,Station_2,4
2023-01-28,Train,Route_9,05:27,07:10,14,Station_17,Station_2,8
2023-01-28,Train,Route_6,08:09,09:17,9,Station_19,Station_14,0
2023-01-28,Metro,Route_7,10:14,11:22,16,Station_19,Station_13,0
2023-01-28,Metro,Route_4,09:18,09:34,82,Station_2,Station_10,14
2023-01-28,Metro,Route_6,06:39,08:28,87,Station_10,Station_5,15
2023-01-28,Train,Route_3,21:23,21:46,9,Station_11,Station_9,13
2023-01-28,Train,Route_10,19:03,20:18,77,Station_7,Station_13,12
2023-01-28,Bus,Route_9,11:08,11:19,4,Station_3,Station_10,6
2023-01-28,Bus,Route_4,03:26,03:47,87,Station_4,Station_5,4
2023-01-28,Tram,Route_5,07:59,08:39,17,Station_14,Station_5,6
2023-01-28,Metro,Route_5,16:11,18:09,5,Station_20,Station_4,3
2023-01-28,Train,Route_2,15:15,15:41,14,Station_8,Station_4,7
2023-01-29,Metro,Route_9,22:21,24:11,13,Station_11,Station_1,14
2023-01-29,Tram,Route_1,07:24,07:50,12,Station_18,Station_19,3
2023-01-29,Train,Route_9,17:47,18:22,20,Station_13,Station_16,13
2023-01-29,Metro,Route_7,06:52,08:19,21,Station_13,Station_18,0
2023-01-29,Bus,Route_8,19:50,20:31,99,Station_5,Station_18,0
2023-01-29,Metro,Route_2,14:30,15:27,4,Station_16,Station_18,15
2023-01-29,Bus,Route_4,16:12,17:42,96,Station_6,Station_16,4
2023-01-29,Tram,Route_3,06:17,08:03,5,Station_12,Station_8,13
2023-01-29,Bus,Route_1,10:26,11:55,35,Station_20,Station_12,1
2023-01-29,Metro,Route_4,06:22,08:09,27,Station_7,Station_13,7
2023-01-29,Metro,Route_10,07:35,09:14,96,Station_10,Station_1,12
2023-01-29,Tram,Route_2,10:33,11:12,68,Station_10,Station_8,13
2023-01-29,Tram,Route_7,10:46,11:46,99,Station_15,Station_2,3
2023-01-29,Bus,Route_9,16:29,17:51,52,Station_6,Station_3,13
2023-01-29,Bus,Route_7,08:10,09:22,23,Station_6,Station_16,1
2023-01-29,Train,Route_5,09:40,10:22,93,Station_3,Station_7,2
2023-01-29,Bus,Route_7,08:47,09:52,28,Station_3,Station_8,12
2023-01-29,Metro,Route_6,06:11,07:47,8,Station_2,Station_8,12
2023-01-29,Bus,Route_10,16:10,16:38,34,Station_16,Station_7,12
2023-01-29,Metro,Route_5,16:44,18:06,94,Station_15,Station_8,3
2023-01-29,Metro,Route_8,12:05,12:24,91,Station_15,Station_7,4
2023-01-29,Bus,Route_4,13:23,14:17,60,Station_14,Station_18,2
2023-01-29,Tram,Route_1,20:51,21:14,58,Station_13,Station_7,3
2023-01-29,Train,Route_10,05:28,07:30,60,Station_8,Station_8,12
2023-01-29,Tram,Route_5,16:45,18:55,70,Station_3,Station_8,14
2023-01-29,Bus,Route_1,18:49,19:03,87,Station_17,Station_3,3
2023-01-29,Train,Route_10,20:29,22:12,93,Station_8,Station_3,6
2023-01-29,Metro,Route_10,13:25,14:09,58,Station_10,Station_17,15
2023-01-29,Metro,Route_10,08:28,10:12,15,Station_6,Station_11,2
2023-01-29,Bus,Route_6,13:17,14:53,6,Station_11,Station_19,5
2023-01-29,Metro,Route_2,13:09,14:02,72,Station_1,Station_17,10
2023-01-29,Tram,Route_9,20:14,21:41,70,Station_8,Station_16,4
2023-01-30,Tram,Route_3,17:59,20:29,80,Station_8,Station_11,63
2023-01-30,Train,Route_1,17:37,19:09,97,Station_17,Station_6,49
2023-01-30,Train,Route_9,10:23,12:05,55,Station_3,Station_6,12
2023-01-30,Tram,Route_6,09:10,11:31,21,Station_5,Station_8,55
2023-01-30,Train,Route_6,20:57,22:55,63,Station_17,Station_13,65
2023-01-30,Bus,Route_8,22:20,23:05,7,Station_20,Station_15,18
2023-01-30,Metro,Route_5,21:20,22:33,67,Station_10,Station_12,59
2023-01-30,Train,Route_9,10:15,12:25,64,Station_20,Station_20,16
2023-01-30,Tram,Route_5,05:11,07:30,92,Station_13,Station_20,27
2023-01-30,Bus,Route_10,21:03,23:04,55,Station_1,Station_17,25
2023-01-30,Bus,Route_5,05:12,07:46,80,Station_12,Station_4,39
2023-01-30,Metro,Route_9,21:35,23:08,19,Station_19,Station_8,56
2023-01-30,Metro,Route_2,15:59,17:39,98,Station_3,Station_2,46
2023-01-30,Train,Route_3,10:00,11:00,89,Station_14,Station_20,36
2023-01-30,Train,Route_1,14:21,15:31,84,Station_11,Station_13,29
2023-01-30,Metro,Route_5,13:12,14:16,20,Station_18,Station_8,39
2023-01-30,Bus,Route_7,07:27,10:17,90,Station_18,Station_6,66
2023-01-30,Metro,Route_5,17:55,19:35,77,Station_4,Station_18,19
2023-01-30,Tram,Route_6,05:00,07:39,41,Station_13,Station_1,44
2023-01-30,Tram,Route_6,13:34,14:48,100,Station_6,Station_1,56
2023-01-30,Train,Route_2,08:05,09:33,3,Station_3,Station_3,64
2023-01-30,Tram,Route_9,22:21,24:33,68,Station_20,Station_5,59
2023-01-30,Bus,Route_6,05:33,06:26,23,Station_5,Station_4,49
2023-01-30,Train,Route_8,11:36,13:04,81,Station_2,Station_12,19
2023-01-30,Train,Route_4,05:37,08:21,86,Station_12,Station_15,45
2023-01-30,Metro,Route_2,10:35,12:13,47,Station_19,Station_1,32
2023-01-30,Metro,Route_3,07:52,10:30,41,Station_15,Station_10,71
2023-01-30,Tram,Route_8,09:33,10:09,44,Station_19,Station_9,32
2023-01-30,Metro,Route_1,13:03,15:20,55,Station_19,Station_11,44
2023-01-30,Bus,Route_10,19:25,20:57,79,Station_18,Station_19,44
2023-01-30,Bus,Route_3,10:55,12:16,25,Station_20,Station_1,44
2023-01-30,Train,Route_4,07:44,09:00,26,Station_20,Station_13,24
